org_name,org_uuid,long_description,,
Tiptapp,620c749c-8f60-3296-61e8-479162834ad1,"Tiptapp is an application platform used for buying and selling used and recyclable products. Its platform connects buyers and sellers of low-value second-hand items, bulky waste, and recyclables that can interact easily through mobile applications and smartphones. Tiptapp was established in 2015 and is based in Stockholm, Sweden.",,
Titan Health & Security Technologies,0892eea0-af9b-49c5-8c6f-0ea49304221f,"A comprehensive emergency alert system & mass notifications system, suitable for businesses, governments and schools. The software platform allows administrators, organizational users and emergency personnel to communicate emergency information – increasing information dissemination and reducing emergency response time. In an alert, users can communicate relevant emergency information, including their GPS coordinates, text, audio, and photo information as well as classify the type of emergency. In addition, users have the ability to chat with administrators and emergency personnel and share a live audio connection. Administrators and emergency personnel receive emergency alerts via a push notification, and can communicate directly with users. Users can also be notified of emergency incidents trigged by users on-campus or off-campus, as each site is geofenced to ensure the respective parties receive the critical, timely, emergency alert notifications. Features: • Ability for users to communicate alerts & GPS coordinates to administrators and law enforcement within their organization. • Ability for administrators to initiate an organization wide lockdown, reaching users, and law enforcement in record time - notifications received via SMS & email. • Group communication between users, administrators and or law enforcement, via chat portal & audio portal. • Ability for administrators and law enforcement to survey the emergency status of an organizations users, enabling said administrators with the emergency status & location of each user apart of the organization; users simply update a safety status request, which can be done in the mobile application or via SMS. • Administrators and law enforcement can view previous alerts, alert messages & location initiated by organizational users. • Ability for all users to immediately receive specific emergency broadcast messages & photo's from administrators and law enforcement - notifications received via SMS & email. Additionally, ability for all users to respond back to broadcast notifications via SMS reply, furthering bi-directional dialogue in a mass broadcast notification scenario. • Ability for users to upload site specific emergency materials; ability for all users to view site specific emergency materials. • Ability for users to export alerts, messages, and broadcast messages with text & photo. • Apple Watch App enables users to view ongoing alerts and broadcast notifications. • Web application supports above-mentioned features; the platform is regularly exercised to handle thousands of incoming and outgoing alerts, chat and broadcasts in the event of a large scale incident. *To use Titan HST, your organization must first be enrolled - Google Single Sign On supported. Organizations can enroll by contacting Titan HST directly at sales@titanhst.com",,
Toborrow,da39e504-7734-6ffd-bf6d-ce71d49709e8,"Toborrow is an online marketplace that aggregates consumer savings, connecting it to small and medium-sized businesses in need of financing. Its platform allows private people and other businesses to borrow cash directly from Swedish companies. The company is established in 2013 and is based in Stockholm, Sweden.",,
TokTokDoc,1c14aad4-0f49-49ff-912b-20cc35bf98ca,"TokTokDoc offers a telemedicine service adapted to medico-social, health and ambulatory services in the city.",,
Token Transit,d105e6d5-073c-8f51-81a1-c4da55121eba,"Token Transit is a provider of a mobile ticket booking application intended to help riders pay for transit via a mobile application. The company's mobile ticket booking application helps the users to pay for transit through credit card and use bus passes with their smart phone, enabling them easily pay for public transit so that they can most efficiently reach their destination.",,
Tokyo Smoke,61d3a4b4-e4cd-e05a-592f-2e9aa95c144a,"Tokyo Smoke is a modern lifestyle collective and a cultural movement. Our aim is to create an immersive physical experience, across verticals that touch our hearts, with the care, craft and expertise. Fundamentally, we believe Coffee, Clothing, and Cannabis are the lifeblood of the Creative Class. The Brand Tokyo Smoke is the touchstone for beauty, design, and quality in a society hungry for inclusive but sophisticated, designer brands. The combination of creativity, passion, and originality, has formed a sophisticated urban brand that goes beyond products. By integrating into the creative drivers of consumers, those being coffee, clothing and cannabis, Tokyo Smoke can help shape how today’s individual lives their life. This puts us in a unique position to interact with consumers within multiple touch points throughout their day. Specifically, this is what the verticals allow us to do: • Coffee: the shops function as a brand experience center to host our customers and the community • Clothing: provides a foundation to interact with our customers and ambassadors across the world and to establish the legitimacy and reach of the brand • Cannabis: brings beauty, form and function to an underserved consumer, with Tokyo Smoke as the first brand to provide an aspirational and inspirational lifestyle that transcends the Cannabis culture Currently, there are two coffee bars / luxury Cannabis accessory shops that function as experience centers. The line of luxury men’s clothing is available at GotStyle, in the coffee shop as well as other select retailers. The line of Tokyo Smoke Cannabis is soon to be on shelf in Washington State with a first of its kind deal about to be signed in Canada.",,
Tomato Jos,d6338e56-3e11-91c5-c656-1f944799ffa7,Tomato Jos not only produces the best quality tomato products but they also leave a foot print in the lives of those they encounter every day. At Tomato Jos they understand the importance of the combination of both quality agricultural inputs and an expert team to educate the farmers on the application of these inputs.,,
Toonimo,5d79a037-e59c-f21d-7a12-673b02c7d66d,"User Experience Made Easy, for Everyone. Toonimo is a leading Digital Adoption Platform for enterprises who streamline the efforts for internal employee training and customer onboarding initiatives. For organizations that want to help bolster user adoption of new or currently used software solutions, but don’t want to force employees to sit through hours of eLearning modules or read user manuals, Toonimo offers powerful tools to add learning right into a layer on top of the software in real-time, allowing users to learn by doing, and fulfill tasks on the fly. Toonimo places the trainer next to you at the point of need using text bubbles, effects and audio creating an impactful self-serve environment. The result is a dramatic rise in user adoption, internal training cost savings enterprise wide, higher employee morale and increased efficiency fulfilling tasks. Come learn more about Toonimo and request a free demo: https://www.toonimo.com/why-toonimo/",,
Toosla,072e0550-c76c-4b62-b91e-bfbbf153a5cc,Toosla is revolutionizing car rental by offering the best value for money on the market.,,
Toprankers,7255cbd1-8084-f841-a71c-54f79b874cf3,"Toprankers aim to provide most comprehensive content &amp; test for practise which is carefully divided in to various chapters and topics to help you focus on your weak areas. Their Practise mock test gives you unmatched analytics to help you realise your strong areas, time management and improvement areas. Their Short &amp; Crisp notes on each topic will help you to quickly revise the topic along with tips &amp; tricks of the exams.",,
Torana,dd598703-4eec-4f2a-9b6b-e97f20a08bce,"With the vision of ''Let's increase happy parent-child time,'' Torana Inc. provides a rental subscription service, ''Toysub! a rental subscription service that delivers toys optimized for infants and toddlers as they grow, in Japan and Taiwan. In Japan, ''Toysub!'' serves approximately 15,000 households. Based on data from over 400,000 toy evaluations and over 100,000 toy planning sessions, we have established engineering and operations to select and deliver the best toys for children's growth.",,
Torch Group,2b4b2a6c-1b86-97a3-da7a-c09c90fa3857,"Torch Group, LLC operates in the healthcare sector. The company was incorporated in 2010 and is based in Oak Park, Illinois.",,
Torchlite,5f9678c9-0161-301e-f1b7-92069c6ea30d,"Torchlite is a platform for digital talent that helps businesses to source, engage, and manage their freelancers and consultants. It enables marketers to approve a hand-selected bench of on-demand talent, manage engagement terms, hours, and payment from a single platform and maximize agile resources. The company is dedicated to helping businesses access, engage, and manage vetted freelance digital marketing experts to fill critical marketing gaps and drive results. Torchlite was founded in 2015 and is headquartered in Indianapolis, Indiana.",,
Torrecom Partners,7a68366d-e7a4-81d2-9b4d-eb6ed3487a68,"Torrecom is a leading developer, owner and operator of wireless infrastructure in Latin America with operations in Mexico, Central America and Chile. Torrecom was founded in 2010, by Message Center Management, a leading cell tower developer in the United States with over 1000 sites under management and W International Group, a well-known industrial group based in Mexico with operations in Central America, Colombia and Peru.",,
Tourkrub,3e681022-87e9-70bb-6faf-1ccbb5c04978,Tourkrub is an online travel agent for outbound tour package in Thailand that provides the largest tour selection with an effortless shopping experience.,,
Tourmo,eb2ca4fb-fa86-e988-6252-b284c395c999,"Tourmo is a company specializing in the development of cutting-edge software that will collect telematics data through the use of a smart phone. Established in 2014 in San Diego, California, Tourmaline Labs has a team of world-class programmers, and aims to become a leader in providing solutions for mobile phone manufacturers, carriers and app development companies in the U.S. and Europe. The company holds two U.S. patents, which are related to telematics and drive-data collection using a mobile device.",,
TowerView Health,39420eba-a8ed-d61b-ed27-204ef9d9064a,"TowerView helps the 1 in 3 Americans with a chronic illness manage multiple medications. TowerView’s patients receive pre-filled medication trays that fit into a connected pillbox like a K-Cup into a Keurig coffee machine. Their pillbox can sense when patients forget a dose and automatically sends a text or phone reminder. Unlike other smart pillboxes, they send patients pre-filled medication trays sourced from a pharmacy so patients never have to fill their own pillbox and they work directly with nurses​ to target outreach for non-adherent patients. TowerView is rolling out with Independence Blue Cross in January 2015 and are in advanced discussions with numerous other health plans.",,
Trace Live Network,532a47a5-c638-5da8-367f-5b4e92c7b3e1,"Trace Live Network offers a visually intelligent camera that captures and distributes live-action footages. Trace Live Network's products include THE TRACER1, which selects and follows a subject while capturing video and broadcasting it online; the FOLLOWR1, a two-axis motorized gimbal that runs with battery or AC power; FLYR1, a quadcopter with 30 plus minute flight time; and DRIVER1, an all-terrain electric vehicle platform. The company’s website TRACE.com is a live-action content platform that distributes and sums up streamed footage from globally-activated TRACER1 devices. Trace is located in Venice, California.",,
Tracksmith,d5958281-30c4-d31b-c87c-0c6730b4bcfd,"Tracksmith is an American sports apparel brand that produces clothes for performance athletes. The company was founded in 2013 by Luke Scheybeler and Matt Taylor and is based in Wellesley, Massachusetts, USA.",,
Trackstreet,d4454f26-019e-fbe4-60f7-29f6461463fb,TrackStreet is an authentic brand partner. TrackStreet uses extensive industry understanding and cutting-edge technology to provide businesses with a major competitive advantage. The platform saves time and provides actionable data that boosts. They collaborate closely with clients to create solutions that solve their business problems and help them grow faster.,,
Tracxn,6034d40c-1d85-7bae-7f20-0b9fa7c12adb,Tracxn is the research partner for Venture Capitalists and Corporate Development offices powered by the largest Startup Data platform tracking over 10m companies globally.,,
Trade Coffee,1ea3106c-f0b7-43ec-a9ad-77dfb6ab9010,"Trade believes that every cup you drink should be the best damn coffee, period. We unite over 50 of the nation’s top roasters directly with coffee drinkers, matching them with one of our 400+ coffees so fresh they don’t even exist yet.",,
TradeCloud Commodities Web Services AG,1e1c0aa2-8e49-45f5-9722-e7a15f6874b7,"TradeCloud is a bespoke platform, designed and developed specifically for the physical commodity markets. TradeCloud’s vision is to bring the commodity industry into the digital age, by providing it with a state-of-the-art communications platform and the realisation of The Commodities Web - a network-of networks of services, built around blockchain technology. TradeCloud currently serves the metals industry and plans to expand into the energy and agricultural sectors in the near future. The combined trade value across the three markets is estimated to be in excess of USD 8 trillion per year- representing one, if not the, largest untapped e-commerce opportunity available today.",,
Tradier,ae3d2d12-7a01-e6eb-e397-e0f7fec1cf01,"Tradier is a financial services cloud provider that offers a groundbreaking solution to serve platform providers, developers and investors. The Tradier solution features an innovative set of fully hosted APIs, modules, and ''out of the box'' tools that are leveraged by a growing list of providers.",,
Traity,fc23072c-6e8d-a0ad-f2ac-06e0792e0f2e,"Traity offers a platform that analyzes the reputation of users of collaborative economies websites. Its platform measures people's reputation based on their social media footprint, allowing people to trust each other online. The company was founded in 2012 and is headquartered in Mountain View, California.",,
"Trajectory, Inc.",6d976030-3b39-aeb5-51d8-e1e69093e6d3,Trajectory simplifies the process of producing and distributing eBooks around the globe.,,
TransAstra,6576b0c6-2172-4a70-aa07-3356aa08c708,"TransAstra is developing breakthrough technologies in the areas of space resources and in-space transportation to enable massive growth to existing space industries and whole new space industries. TransAstra leads the world in the technologies to find, prospect, harvest, and use space resources. Space resources include water and other valuable materials to be found on asteroids and lunar poles. TransAstra knows how to extract these resources and use them as rocket propellant for use in today's commercial satellites and whole new industries including space tourism.",,
Transatomic Power,369edc48-e528-839a-abe7-73f92fb7eb64,"Transatomic Power operates as a nuclear reactor design company. It specializes in developing WAMSR, a waste-annihilating molten salt Reactor. WAMSR is a 520 MW molten salt reactor that converts high-level nuclear waste into clean, carbon-free electric power. The company was founded in 2010 and is based in Cambridge, Massachusetts.",,
Transcend Street Solutions,7ec00076-4e5f-4377-91b2-51023807ed82,"Transcend is a leading provider of optimization solutions for collateralized businesses. With a growing roster of world-class banks and other financial institutions as clients, the firm is poised to become the gold standard for the real-time, firm-wide management of inventory, funding, and liquidity. With more than 75 employees globally, Transcend addresses an array of regulatory and capital challenges that are facing the industry with a user-friendly, SaaS-based, or on-prem collateral and liquidity management platform.",,
TranscendIT Health,ee7c27cd-bbd0-9869-f858-78d875e13c18,"Portland’s TranscendIT Health is a full service seed fund accelerator focused on building a local digital health tech ecosystem by bringing together thought leaders to advise, mentor and inspire next generation healthcare solutions. TranscendIT Health will serve as a conduit for early stage health technology start-ups in Oregon connecting them to funds, mentors and business partners that will help launch and sustain successful solutions. TranscendIT will provide seed capital, grants and access to a network of partners comprised of industry leaders across multiple disciplines in healthcare.",,
TransferGalaxy,2b540878-6a47-272f-eaed-50c0dd5a577a,"TransferGalaxy is an online mobile money transfer service that enables you to send money to your loved ones from a smartphone, tablet or computer.",,
Transfluent,740088d9-b89b-cc9c-4455-4d71307cd67e,"Transfluent is the ultimate high-tech solution for language translations in social media, web, and apps. We do what traditional translation companies cannot – fast, dynamic, and yet, high quality. Imagine typing a Tweet in English and having it appear in fluent Chinese a few minutes later in Weibo, the leading Chinese social media site. This is no longer just a dream. Transfluent makes it possible to post in English and have the contents professionally translated into practically any language in nearly realtime. Transfluent is integrated to services such as Facebook, Twitter, WordPress, Weibo, Magento, Zendesk and Unity. And if this is not enough, our API makes it possible to embed professional translation to any platform out there. For game developers, we’ve even added native support for translating iOS and Android resource files. Today no machine is really able to understand the content. Hence no machine is able to translate text, apart from single words and the most simple expressions. To translate content, humans are needed. And not just anyone, but professionals who are native speakers of the target language. That’s just what we have.",,
TransformativeMed,ce7f6043-a967-8e7e-56f1-ddc372d97df7,"TransformativeMed their platform of EHR solutions, enables doctors and nurses to access patient data across clinical specialties and departments.",,
Translational Pulmonary & Immunology Research Center,41c3a95e-73ce-4381-b297-5fd493777129,"TPIRC is a non-profit clinical care and research center that focuses on the development of cutting-edge, individualized treatment protocols for rare and orphan diseases utilizing comprehensive diagnostic tools and patient-driven research. Our mission is two-fold – to advance treatment discovery at a pace that helps our patients today while building a scalable model of success to accelerate the rate of research discovery for all diseases.",,
Translimit,83dbec39-aedf-b833-9dad-d6415c68aee2,"Translimit was initially launched back in January by Hiroki Takaba and Takuma Kudo, both of whom previously worked at CyberAgent companies. They have been involved in several game projects together, including the virtual avatar service Ameba Pico (which shut down back in 2012) and mobile social game Girl Friend BETA. The Translimit team is participating in Movida Japan incubation program here in Tokyo.",,
Transmetrics,190a2d24-df2a-2a24-78da-30d5fbbf5067,"As a state-of-the-art AI platform developed exclusively for the Supply Chain, Transmetrics optimizes transport planning by leveraging the power of predictive analytics and machine learning. Transmetrics combines the strengths of humans with those of AI, ensuring the highest operational benefits, and reducing the environmental impact of logistics. Transmetrics has developed a unique approach for analyzing, modeling, and predicting transport flows with very high accuracy. Our unrivaled technology requires a rare combination of knowledge in multiple disciplines, something unique to Transmetrics. Our advantage comes from having strong experience in both the technical (Big Data and Predictive Analytics) and domain (Transport and Logistics) areas. Our products have brought significant benefits to the top-tier logistics companies worldwide that have experienced an up to 25% reduction in transport costs while increasing their fleet utilization up to 14% and maintaining high service levels. This project has received funding from the European Union’s Horizon 2020 research and innovation programme under grant agreement No 945610.",,
Transparency Life Sciences,a472329f-221a-580b-3759-6ad8b9691a83,"Transparency Life Sciences, the first all-digital clinical development services company, harnesses crowdsourcing and mobile health technology to advance biopharma drug candidates through clinical trials with unprecedented patient relevance and efficiency. The TLS model is highly scalable and is designed to increase current industry margins of a wasteful process that often collects irrelevant data. Drug companies will outsource an estimated $38B of clinical trial services to CROs by 2020, with a CAGR of 9-10%. Yet this robust growth masks significant customer dissatisfaction. Sponsors want clinical trials to be better-designed, technologically advanced, patient-centric, and significantly less expensive, yet change has been limited by an inability to see beyond the current outmoded, site-centric model. As a consequence, only select compounds are being developed in humans, leaving many potential important therapies untested in clinical trials. Rapid advances in digital technology and strong regulatory support create a historic opportunity for TLS to catalyze a fundamental transformation, significantly improving the quality of clinical trials while reducing their cost.",,
TravelNest,0b881196-4727-4efe-9852-5481f8b2b6ab,"TravelNest is an Edinburgh-based software company providing advertising and optimisation for the holiday rentals industry across Europe. Founded in 2015, our aim is to reinvent the way owners advertise their rental properties, helping you find the best channels for advertising and optimising your listings.",,
Travtus,914f4582-527a-2afd-13af-790b8d737bb3,"Adam is the leading digital employee for your rental community, delivering automation and front-line intelligence through natural conversation. Adam never misses a call and understands the 1000’s of unique needs of customers.",,
TreaTech,198e64d0-1f8c-464c-8b60-351dc873c1e1,"TreaTech is a Swiss Cleantech company founded in 2015 by EPFL engineers. We are developing a ground-breaking treatment technology that will enable an eco-friendly treatment of the ever-increasing quantities of wastewater while recycling its valuable by-products and most notably, clean water. Our catalytic hydrothermal gasification (HTG) system has been developed for the disposal of different types of liquid wastes (such as sewage sludge) that are usually incinerated or landfilled and instead, turns them into by-products such as biogas, clean water, and mineral salts that can further be upgraded into phosphorus products (e.g. fertilizers).",,
TreasureHunt,eef8369b-c51a-6a9e-858a-da956ed62314,"Founded in late 2014, TreasureHunt is a Berlin-based game studio composed of creative industry veterans from EA, King, Zynga, Rovio, WETA and many more with decades of combined entertainment and games industry experience creating best-in-class games. The company develops games of different genres for multiple platforms.",,
TreeRing,612f6b0b-f7b7-0f0b-ebeb-85ed4acc4b45,TreeRing provides services for printing personalized yearbooks that commemorate children’s school experiences. It combines the efficiency of just-in-time digital printing and the collaborative power of online social networks to create personalized printed yearbooks that commemorate each child's unique school experience. The process reduces the yearbook creation and financial burden for schools and invests in the planet's future by planting a tree for every yearbook printed.,,
Trella Health,76283a35-bc27-4aad-b7ec-74755fc8266d,"Trella Health provides acute, ambulatory, and post-acute organizations with the most complete picture of care activity in their service areas. As one of only a few companies in the country deemed ‘Innovators’ under the Center for Medicare and Medicaid Service’s Virtual Research Data Center Program, Trella has access to 100% of Medicare Part A and Part B claims data. Trella analyzes 1.2 billion claims annually and presents relevant insights to nearly 10,000 users so they can build higher-performing care networks, serve more patients, and reduce the cost of care.",,
Trelora,9a938d75-fc6c-b3b5-7fc7-e1480b10a521,"Trelora is a modern discount real estate service. The company was founded in 2011 and is headquartered in Denver, Colorado.",,
TrenDemon,ca663112-e02c-372d-e06f-7f037ade08c1,"TrenDemon is a Web Personalization & Account-Based Marketing Orchestration solution – A goal-based journey orchestration platform is the main hub used to understand the customer journey and deliver personalized experiences at scale, that encourages visitors to continue engaging with your website – driving increased business performance. Accelerate your pipeline and revenue with attribution-based personalization: - Serve every website visitor the right messages and assets, helping them become your customers, faster. - Understand how your marketing efforts impact business goals and map your customer journeys from initial touch to won deals. - Convert visitors to customers, not only to leads.",,
Trevi Systems,aa7420bd-3188-fe8b-a162-961dad73df45,"Trevi Systems is a progressive energy-efficient Forward Osmosis (FO) desalination company. Trevi System has developed an innovative and highly efficient Forward Osmosis (FO) process, in order to produce clean water from saltwater, brackish water, or industrial wastewater at a much lower cost and energy use as compared to Reverse Osmosis (RO) technologies. Rather than force water through a membrane as in RO systems, FO relies on osmotic pressure to draw water across the membrane. In the FO system, the “feed” solution or contaminated water is pumped to one side of the semi-permeable membrane. The “draw” solution, which has a high concentration of a specially designed chemical and a low concentration of water relative to the feed solution, is pumped to the other side of the membrane. The water molecules are attracted or pulled through the membrane via osmotic pressure – that is, the water molecules want to migrate from an area of high water concentration to one of low water concentration. Accordingly, water is pulled through the membrane using no energy, leaving the salts or other contaminants on the opposite side. The benefits of the Trevi FO system are numerous: it requires only a small fraction, of the electrical energy of current RO systems; it uses relatively low-cost waste heat or low-temperature heat to separate the draw chemical from the clean water; it can be customized to work under specific water conditions such as seawater, brackish water, municipal wastewater, or industrial wastewater; when used for desalination, the system can also be customized to produce brine streams of varying salt concentrations depending on the environmental requirements of the location; and it operates at ambient pressure, avoiding the extra costs of the high-pressure stainless steel plumbing required by RO systems, and the need for expensive high-pressure pumps.",,
Tribesports,51597643-e8b0-4af2-0de2-4f4831eef0a3,"Tribesports is UK based, e-commerce led performance sportswear brand that treats every sportsperson like they are the pro. We believe that all sports people deserve access to premium quality sportswear at exceptional value.",,
Tribute,04216826-0e8f-3eb5-76d9-6d1b360615e5,"Tribute is a media platform that makes it easy to create a collaborative video montage that can give as a gift on any important occasion. The platform is harnessing the power of video to revolutionize the gift and greeting card industries. They transforming the way people celebrate the people they care about on important occasions. Their platform automates the invitation, organization, and editing process so users can create a professional quality video without spending a large amount of their time or dime. Tribute was founded in 2014 and is headquartered in Brooklyn, New York, United States.",,
Trio Mobil,d4187f5b-7b58-a095-5f9a-87544657c74a,"Trio Mobil's Industrial Operations Cloud helps manufacturing companies to prevent work accidents and increase efficiency with plug&play wireless sensors, cloud based software and AI engine. As of 2021, Trio Mobil is one of the biggest players in the industry with a professional team of 175 people, +25,000 corporate customers, and +300,000 devices sold. Trio Mobil opened its London office and acquired a presence in Italy, Sweden, Germany, Romania, Bulgaria, APAC regions with representative offices and partner network to provide services to its global customers all around the World.",,
Trip Creator,5f3b617e-dde8-0c5a-31a5-a16ead4d0d7a,"An award-winning trip planning solution now available for Travel Agencies, OTA’s, Airlines, Travel Services and Bloggers/Indie Media. TripCreator offers travel agencies and airlines a solution to assist their customers in planning their trips. This includes finding and arranging accommodation, transportation, tours and activities and points of interests into a complete itinerary. By easily being able to offer the end user an entire itinerary from start to finish partners get more online and in-house sales, reduced cost, higher margins and best of all grateful and highly engaged customers.",,
TripHobo,6327a67a-25cb-7a36-2231-55346b0039ef,"TripHobo is the worlds leading Vacation Planning Platform on which one can plan trips to about 150k destinations worldwide. Triphobo.com brings under one platform, flights, hotels, vacation rentals, restaurants, attractions an things to do, activities and things to do and stitches every thing into one seamless day by day itinerary.",,
Tripfactory,d6dd3063-7c93-dc07-aa69-b659dd7e4372,"TripFactory is the Largest Online Holiday Store offering the largest selection of Holidays. We believe great consumer experiences can be delivered by providing expert knowledge and best prices while planning a holiday and we are trying to constantly ensure we deliver, the perfect holiday for our customers.",,
TripleCare,6f7a9f96-3b14-0fb3-5494-2b6378799ac6,"TripleCare was born out of the realization that patients in our healthcare system face many challenges during treatment, and one of the biggest is getting access to high-quality care — quickly and comfortably. The founders of TripleCare saw the lack of physician care after-hours frequently leading to negative patient outcomes, revenue leakage from facilities, and a revolving door between hospitals and nursing homes. They knew that there could be a way to deliver scalable, high-quality care to patients in need after hours — they just needed to develop it.",,
Tripoto Travel Private Limited,864d13b3-0c1e-39d0-3c89-68ec15372f72,Tripoto is a full stack travel platform for leisure platform with a community and marketplace at its core. Over 6 Million travellers visit Tripoto every month to create travel content and plan their vacations.,,
Triseum,fa3b1ad4-d27f-33f0-ccff-5f74c6e9fc1c,"Triseum is an information technology company that offers game-based learning, computer gaming, e-learning, and education technology. Triseum creates entertainment quality, immersive learning games for foundational subjects where high school and higher education students face challenges with engagement, course completion, and success.",,
TritonWear,2bad5ba0-f62e-7ede-980f-bae499d967b2,"TritonWear builds the world’s most accurate sports wearable and the only one that provides personalized, AI-based auto-coaching driven by an individual's data. By addressing the largest problem plaguing the projected $15B fitness and sports wearables market - inaccurate data and no actionable feedback - TritonWear has taken a unique position in the market.",,
Trolley,44488d75-aa03-d78b-6242-3378b7466462,"Trolley (formerly Payment Rails) is the payouts platform for the internet economy. Our vision is to unlock the collective economic opportunity of the internet – for everyone – by building a truly global payouts ecosystem. Through our powerful platform and API, Trolley enables businesses to reach workers from all corners of the world and offer creators, on-demand workers, and suppliers the ability to bring their specialized talents to a global market. Businesses use Trolley to automate and manage payouts, collect recipient tax and banking information, and mitigate fraud and risk. The payouts solution of choice for hundreds of businesses, Trolley has made payouts to over 1.1 million different musicians, artists, makers, vendors, and suppliers around the world.",,
Trove,f35acde5-b2d3-65b7-fb81-f47e6bced3e1,"Trove is a storage service that allows its customers to schedule pickups and deliveries online. Trove partners with experienced professional movers who carefully prep, pack and move your items into secure storage facilities located outside of urban centers. Everything is photographed and inventoried online, so you never lose track of your items. Pricing is simple and by the square foot, so you only pay for the space you need.",,
Tru,d98fa315-b59c-4cd8-80a9-3f2d1cde6143,"Tru is a provider of functional beverages used for energy, focus, power, and refreshment. Its products are infused with vitamins, electrolytes, and antioxidants that enable customers to feel good and perform better. The company believes in challenging human potential through nutrition.",,
TruMed Systems,005502cd-f0b7-a14a-2908-1c7a835233d9,"TruMed will deploy a large-scale, global network of point-of-use systems that enable healthcare providers to deliver better care at better cost by linking patients, providers, and manufacturers together at the point of care. TruMed is revolutionizing vaccine management with the introduction of its unique AccuVax system to provide the most stable temperature environment available on the market along with automation of manual processes in the physician office.",,
TruSignal,c8abf483-5a82-6c5f-6826-cc2793561217,"TruSignal, Inc., a TransUnion company, is an innovative leader in people-based marketing technology for Fortune 500 brands, agencies, platforms, publishers and data owners. TruSignal uses predictive scoring, powered by artificial intelligence (AI), to make big data actionable for one-to-one addressable marketing. TruSignal delivers incredible results by pinpointing the best people to target at scale and optimizing the bid price for every impression. This is all accomplished through the TruAudience Platform, which combines a robust deterministic identity graph, a massive third-party data set, an advanced AI engine with multiple machine learning algorithms, extensive people-based, omnichannel ID matching technology and a robust set of integration APIs that fuel partner platforms with powerful insights, custom audience building, lookalike audiences, audience expansion and bid price optimization solutions that are easy, accurate, scalable and fast.",,
True.,5e82fe09-bce0-4a7c-852f-a4fd283692bf,"True invests in consumer businesses that are changing the way people live through its funds dedicated to investing in innovators and those who are reimagining their industries. Investing up to £100 million, through its private equity fund — is only one part of what True does for its partners. True is a value-add investor that nurtures brands supporting them with everything from access to emerging technologies, to extraordinary collaboration opportunities from across True's community. True also invests between £100k and £5m in digital-first, breakout brands that represent the future of consumer behaviour when they’re at pre-seed to Series A stage. We also invest in the retail and consumer technologies which will enable consumer progress — and disrupt the way business has been done to date.",,
TrueVault,7065934e-da1b-e9e1-842b-e426e5610a7d,"TrueVault is the first data security company entirely focused on protecting Personally Identifiable Information (PII). TrueVault decouples consumer identity from consumer behavior to eliminate data security risks and compliance liabilities, giving companies only the data they need. As organizations collect and store more data to drive their businesses forward, they are simultaneously increasing their risk and liability. TrueVault removes 100 percent of that liability and ensures compliance with regulations such as HIPAA, GDPR, and the California Privacy Act.",,
Truevo,4500fbf0-9334-53b1-d496-19022763c001,"Truevo Payments is a licensed financial institution and payment service provider based in Malta. The company was founded in 2013 as Swish Payments Ltd and rebranded as Truevo Payments Ltd in 2017. One of the things that makes Truevo so unique is the fact that their solutions have been designed to encompass the entire payments value chain. This means that their clients and partners can enjoy the benefit of working with a single, service-oriented provider for all their payment needs. Truevo represents a new breed of payment companies, built from the ground up to seamlessly integrate the roles of acquirer and payment service provider. As an acquirer, they provide card acquiring, merchant account services, reconciliation tools and manage card settlements. As a payment service provider, they provide gateway services, payment processing, proprietary software, and 24/7 transaction monitoring. Their payment products facilitate the acceptance of card transactions across multiple channels, enabling businesses of all sizes to reach, engage and transact with customers wherever they are, on whatever device they may be using.",,
Truewerk,abd8ace1-8337-3488-bd95-d78308d7fcb4,"Truewerk is a clothing company selling and manufacturing workwear and gear for professionals. The company optimized them for use in modern professional trades from surveyors and rope access technicians, to solar panel installers, roofers, and heavy equipment operators. Their modern designs lightweight, breathable, warm when wet, resistant, or impervious to the elements, and offer 4-way stretch, which enables performance fits with increased comfort and mobility. The company was founded in 2014 and is headquartered in Boulder, Colorado.",,
Truly,7e5c0522-2329-cab5-dfb5-a0474d0cef76,"Truly helps you build AI-Enabled bots that eliminate complex repetitive tasks for reps/managers, reduce manual errors and improve CRM data quality.",,
