org_name,org_uuid,long_description
Yijiupi,33961a85-75cf-4885-baa4-b25a52798a4e,"Yijiupi is an e-commerce company that restructures the wine supply chain. The company also has begun to enter the beverage and food industry to provide more services to a wider range of users. It also offers warehouse and distribution sharing service, supply chain financial services, as well as offline chains. Yijiupi was founded in September 2014 and is based in Wuhu, Anhui, China"
Yipin Fresh,2b0012d0-7316-495f-821c-cfbcf06c1ff1,Yipin Fresh is a fresh discount supermarket chain.
YipitData,a7cfb23c-2592-91ed-33de-f13d1233a5c5,"YipitData is the leading market research firm for the disruptive economy. We analyze billions of data points every day to provide accurate, detailed insights on ridesharing, e-commerce marketplaces, payments and more. Our on-demand insights team uses proprietary technology to identify, license, clean and analyze the data many of the world’s largest investment funds and corporations depend on. We have amazing reviews (and a 5-star rating!) on Glassdoor and are one of Inc’s Best Workplaces - a fast-growing technology company based in NYC, backed by Norwest Venture Partners and with a strong culture focused on mastery, ownership, and purpose."
Ymatou,ba094477-fb64-4b60-8d36-1c96f0a93d04,"Ymatou is a C2C and M2C e-commerce marketplace principally engaged in cross-border commerce and special sales for overseas franchise famous for high quality products. The site claimed more than 1 million users and more than 10,000 daily orders, according to Mydrivers."
Ynsect,cd1c7dfd-daf0-bf4c-3b7a-c9a47a8561df,"Ynsect provides products and services that operate in the agro-food and environmental biotech industries. It uses the potential of insect nutrients and behaviors to develop novel products and services in collaboration with their clients. Since 2011, Ÿnsect has been transforming farmed insects into premium animal nutrition. They are developing innovations to farm insects at large scale and automating processes to turn insects into the highest quality raw materials for animal feed. Its unique know-how makes Ÿnsect a preferred partner among agri-food professionals, laboratories, investors, public institutions, and insect industry farmers."
Yotpo,4e270c1f-0fef-5f01-1ad5-01ac8d1dbb74,"Yotpo is an e-commerce marketing platform. Its single-platform approach integrates data-driven solutions for reviews, loyalty, sms marketing, and more, empowering brands to create smarter, higher-converting experiences that spark and sustain customer relationships."
Younique,6b02aaef-0a38-9708-54dc-97c2d9b94291,"Younique is a direct-sales company specializing in nature-inspired cosmetics and beauty products. Founded in 2012 by Melanie Huscroft and Derek Maxfield, Younique relies on a growing network of independent entrepreneurs — Younique Presenters — to market and sell its products through a variety of digital channels. Younique is based near Salt Lake City, but the brand is open to Presenters and customers in more than a dozen countries worldwide: the United States, Canada, Mexico, the United Kingdom, Australia, New Zealand, Germany, France, Spain, Italy, Ireland, Portugal, Belgium, Austria, the Netherlands, Hong Kong, and most recently Columbia. Resources and Support for Younique Presenters Younique pioneered a “social first” approach to direct beauty product sales, and Younique Presenters continue to leverage social media channels like Instagram and Pinterest to build and scale their businesses. From day one, every Younique Presenter gets access to a robust collection of sales resources and tools to build a successful business: - A personalized e-commerce store where potential customers can find and purchase beauty products - The Younique Rewards Links are a publicly visible way to easily earn Y-CASH credit (product credit) from purchases from customers - The Younique Back Office system, which includes everything Presenters need to manage and grow their businesses - An array of text and video resources to help Presenters get started, troubleshoot e-commerce issues, and more Younique Presenter Earnings Younique Presenters earn commission on every product sale — starting at 20% and increasing as Presenters progress. Younique’s Instant Royalties process pays out within three hours of each sale, and Younique also offers monthly Royalties to high-performing Presenters who reach predetermined monthly sales milestones. Younique in the Community Younique is proud to donate 10% of the profits from its product sales to Saprea, a nonprofit organization that works closely with survivors of sexual abuse and helps parents and caregivers address and prevent abuse in vulnerable young people. Younique is also on a mission to support women entrepreneurs everywhere. For their part, Younique Presenters get access to the Younique Family, an international community of entrepreneurs built around the simple idea that everyone deserves to look and feel beautiful — inside and out. Younique’s Co-Founders Co-founder and Chief Executive Officer Derek Maxfield spent more than a decade as a software developer in the direct-sales industry before developing the vision for Younique with Huscroft. He saw the potential for transformative improvements to the direct-sales model and doubled down on the mobile revolution when many were still skeptical. This set the stage for Younique’s anytime-anywhere digital sales model. Younique co-founder and Chief Visionary Officer Melanie Huscroft balanced a career as a marketing and sales professional with her role as a full-time mom for more than a decade before launching the brand with Maxfield. Today, she is responsible for Younique’s visual identity — from digital design to packaging — and for interfacing with Younique Presenters. Both Maxfield and Huscroft live by Younique’s corporate motto — “Keep it simple, keep it special” — and this influences every interaction with Younique Presenters and customers. Both are devoted parents and spouses who enjoy nothing more than spending time with their families."
Youxia Motors,755d6acb-039e-41f2-a39c-29e99ea16f47,"YOUXIA Motors was founded in 2014, registered capital 4.2 billion yuan, headquartered in China's biggestmotor technology center - Shanghai. It is an integrated smart electric vehicle (EV) manufacturer engaged in NEV research & development, design,production, sales and service.It released China's first integral product of pure electric vehicle (YOUXIA X). The technology firm is committed to promoting the development process of transportation science and technology of smart city by innovation."
YuLife,6d07539f-5ab7-1894-1561-f5391f8aae72,"YuLife is a tech-driven insurance company on a mission to inspire life and turn financial products into a force for good. By harnessing the power of gamification and the latest behavioral science, YuLife insurance rewards healthy living and puts everyday wellness within reach of everyone. Founded in 2016, YuLife is headquartered in London and backed by serial investors and VCs including Creandum, MMC Ventures, Notion Capital, LocalGlobe, and Anthemis Exponential Ventures."
Yuanfudao,febc1e50-5700-62bf-c6d7-c57eda5d3881,"Founded in 2012, Yuanfudao is the largest online live courseplatform servicing primary and secondary school students in China. With a paying userbase of over 1 million, Yuanfudao offers a comprehensive curriculum spanning fromprimary school English, Mathematical Olympiad to all-subject courses in secondaryschool. Its unique online feature and large pool of quality teachers enable students toaccess live online tutoring at home taught by national renowned teachers, benefitinghundreds of thousands of students across the country."
Yuga Labs,b42a3bec-1f35-42a3-9d5a-e6d3199440c6,"Yuga Labs is a blockchain technology company that develops NFTs and digital collectibles. It specializes in the fields of blockchain, cryptocurrency, and digital media. Yuga Labs was founded in 2021 by Wylie Aronow and Greg Solano and headquartered in Miami, Florida."
Yugabyte,5ca45d8d-f17a-09c6-37e9-45c689acd9a6,"Yugabyte is the company behind YugabyteDB, the high-performance distributed SQL database for building global, internet-scale apps. It is built using a unique combination of the high-performance document store, auto sharding, per-shard distributed consensus replication, and multi-shard ACID transactions (inspired by Google Spanner). YugabyteDB serves both scale-out RDBMS and internet-scale OLTP workloads with low query latency, extreme resilience against failures, and global data distribution. As a cloud-native database, it can be deployed across public and private clouds as well as in Kubernetes environments with ease. YugabyteDB is fully open-source under the Apache 2.0 license. It was founded in 2016 and is headquartered in Sunnyvale, California."
Yunxuetang,ffe7218c-5328-b5a9-cd5a-c5947b9d9276,"Jiangsu cloud school network Technology Co., Ltd. was established in December 2011. As a comprehensive training platform for enterprise training, cloud school will be the leading Internet technology and personnel training concept applied to the enterprise personnel training and development, and effectively help corporate customers to enhance the value of talent, help enterprises succeed. The BaaS model, which is the development of the enterprise's talent development business, provides the professional enterprise university's overall solution through the ''software platform, course service, course creation tool, operation service'' and other dimensions. Cloud school music advocate ''a business is a university'' concept, is the cloud school BaaS business model landing on behalf of the product."
Zai Lab,0e7ae907-9887-ed37-6618-a596643119b6,"Zai Lab is an innovative biopharmaceutical company based in Shanghai focused on bringing transformative medicines for cancer, autoimmune and infectious diseases to patients in China and around the world. Since their founding in 2014, their experienced team has secured partnerships with leading global biopharma companies, generating a broad pipeline of innovative drug candidates. They see theirselves as the trusted partner of choice for global biopharmaceutical companies seeking to access the Chinese market. Leveraging their team’s extensive global drug development expertise, combined with their demonstrated understanding of the pharmaceutical industry, the increasingly favorable clinical and regulatory environment in China and their in-house manufacturing capabilities, they plan to continue to secure relationships with global pharmaceutical companies to further expand their pipeline and foster innovation in China. Their team is passionate about bringing transformative new medicines to patients. Their vision is to become a fully integrated biopharmaceutical company, discovering, developing, manufacturing and commercializing their partner’s and their own products in China and around the world. To that end, they have built manufacturing capabilities to support the clinical and commercial production of their drug candidates in China, and they expect to have further clinical production capabilities in the near future. Their team is planning to establish a specialized commercial team to support marketing of their products in China and beyond, and they are expanding their discovery efforts both internally and through collaborations with leading academic institutions."
Zaihui,6f99279b-9220-eab3-2e02-5d3dd5b13d9e,"Zaihui is a SaaS-based data-driven marketing automation solution for local businesses that offers them with member management, precipitation members, incentive members, and mining member values. Product system offers intelligent precision marketing, integral marketing, stored-value marketing, anniversary marketing, attendant performance, theme marketing activities, and brand packaging marketing. Zaihui is headquartered in China and the company was founded in 2015."
Zap Energy,58e69295-6fc2-439f-9668-f912684d2557,"Zap Energy's fusion reactor stabilizes plasma using sheared flows rather than magnetic fields. Driving electric current through the flow creates the magnetic field, which confines and compresses the plasma. The higher the current, the greater the pressure and density in the plasma. Zap Energy's reactor is the least expensive, most compact, most scalable solution with the shortest path to commercially viable fusion."
Zapp,942616cd-b08e-4206-9b6c-37560ecdc764,"Zapp provides on-demand delivery services. It is building the future of convenience with a full-stack approach to on-demand essential items, 24/7, delivered in minutes. It is backed by the worlds leading investors and our team has scale-up and exit experience at companies such as Amazon, Jumia, Deliveroo, Tesco, Stuart, and Just Eat. The company was founded in 2020 and is based in Kent, United Kingdom."
Zego,deeb77ee-1d8a-4f00-9921-7fa27e45025c,"Zego is a commercial motor insurance provider that powers opportunities for businesses, from entire fleets of vehicles to self-employed drivers and riders. It combines best-in-class technology with sophisticated data sources to offer insurance products that save businesses time and money. Since its inception, Zego has believed that the problem with traditional insurance is that it holds businesses back. It’s too expensive and time consuming, and it no longer suits businesses who use vehicles to earn money. Zego’s products represent a solution to this problem for businesses based across the UK, Europe and beyond."
ZenBusiness,da758dae-6ebc-3fcd-abcd-021c4b2bcbb0,"Zenbusiness is a corporate entity creation and management company that creates tech solutions focused on business identity theft protection, business management, and compliance. They use technology and automation to provide fast and low-cost services, expert support, and a personalized dashboard that puts everything customers need at their fingertips. Zenbusiness uses these revelations to gain the funding it needed to deliver a single platform and expert support that business owners can trust as they start, manage, and grow their business. ZenBusiness's goal is to make the dream of starting a new business accessible to everyone across the country by offering low-cost formation, discounted business services, and expert support."
Zenoti,5026e622-2c92-dfea-80ac-8c6ed94eed64,"Zenoti provides an all-in-one, cloud-based software solution for the spa, salon, and med spa industries. The system supports large spa, salon, med-spa, and fitness chains with the tools to expand the network while increasing unit-level performance. In addition to being a true enterprise solution for this industry, it also supports small ad medium-sized businesses. The all-in-one system helps clients grow and manage operations. The company enables users to manage every aspect of a business in a comprehensive mobile solution with online appointment bookings, POS, CRM, employee management, inventory management, built-in marketing programs, and more. It helps clients streamline systems and decrease costs while enhancing customer retention, and spending. It was founded in 2010 and is headquartered in Bellevue, Washington."
Zepto,fad8e57f-5300-4e5d-9cbd-ecca4dff29b1,"Zepto offers a 10-minute grocery delivery service that offers an e-grocery app that revolutionizes the grocery buying experience. It consistently delivers 2,500+ products in 10 minutes flat. It's the core of what they do, and the reason why they've been able to grow so fast with phenomenal customer love. The company was founded in 2020 and is based in Parel, India."
Zepz,440fbf92-ac9a-dc39-5fea-dabff27c16dd,"Zepz is an online service that lets people send money to friends and family living abroad, using a computer, smartphone, or tablet. It is a convenient, low-cost alternative to traditional money transfer companies that use high street agents and charge high fees. Money can be received as a bank deposit, cash pick-up, Mobile Money, or mobile airtime top-up. Zepz's service is available to senders in 50 countries. They offer transfers to more than 140+ destinations across Europe, Asia, Africa, Australia, and the Americas."
Zero Hash,8a57c1dd-ccd5-277b-1120-f8d00db276d3,"Zero Hash is a B2B embedded infrastructure platform that allows any platform to integrate digital assets natively into their own customer experience quickly and easily (a matter of API endpoints). Zero Hash’s turnkey solution handles the entire back-end complexity and regulatory licensing required to offer digital asset products. Zero Hash powers neo-banks, broker-dealers, and payment groups to offer digital asset trading and custody, crypto-backed rewards and round-ups programs as well as yield through staking and DeFi and NFTs. Clients include MoneyLion, Transak, Wirex, Deserve, MoonPay, and tastyworks. Zero Hash is backed by investors including Point72 Ventures, Bain Capital Ventures, and NYCA. Our mission is to enable businesses to easily create amazing crypto products, unlocking digital assets for everyone, everywhere. Zero Hash enables developers and businesses to focus on building experiences and products."
ZeroFOX,ad843252-a658-c77a-66c6-5905ad1dedbb,"ZeroFOX protects organizations from the risks introduced by social networking and digital communication platforms. In an age of constant connectivity and social sharing, users have become the primary target for the adversary. By continuously monitoring social platforms for cyber attacks, information loss, social engineering campaigns, account compromise and fraud, ZeroFOX protects organizations from the next generation of digital threats. Leveraging cutting edge technology and proven security practices, ZeroFOX provides both targeted protection and global insights into the world of social media threats. ZeroFOX, based in Baltimore, MD, has collected a number of industry awards including being recognized as a SINET16 Champion, Security Tech Trailblazer of the Year, one of CRN’s Top 10 Security Companies, 2013 Maryland Cyber Company of the Year, Winner of Chesapeake Regional Technology Council 2014 Rising Star Award, ‘20 Most Promising Security Companies’ by CIO Review, and Daily Record’s ‘Innovator of the Year’. To find out more information about ZeroFOX or to join our team, please visit: https://www.zerofox.com."
Zeta,8786346d-871d-8acf-3e67-5a64a35b44b8,"Zeta is a modern banking tech company providing Modern Core and Processing for Financial Institutions and Embeddable Banking for fintech and distributors. Zeta’s offerings comprise - Tachyon Suite - A modern suite comprising core banking, credit and debit processing, prepaid hosting, and loans, all integrated with a mobile app that enables banks to provide a neobank experience, sell more loans and reduce fraud Fusion - An Embeddable Banking platform that enables banks to provide APIs and SDKs to fintech, neobanks, distributors and enable them to embed prepaid, credit, debit, and loan products within their apps and experiences Zeta currently provides its products to banks, fintech, and enterprises globally. Co-founded in April 2015 by Bhavin Turakhia (CEO) and Ramki Gaddipati (CTO), the company currently has over 700 employees."
Zetwerk,e890a6d0-2ff6-4b86-8cc6-130805e3c266,"Zetwerk is an end-to-end manufacturing supply chain solutions provider. The online marketplace connects large manufacturing companies with vendors and suppliers for customized products that are used as components of industrial machines and equipment. The company sells items like crane parts, doors, machine chassis, and ladders, as well as services businesses in fabrication, machining, casting, and forging. Zetwerk provides both buyers and suppliers collaboration tools to streamline their interactions, and execution tools to fulfill the orders effortlessly as well as plans to host a 3rd party apps and services marketplace to fulfill other customer needs. The company's marketplace offers access to the capacity of a nationwide network of manufacturing facilities to get products manufactured for any budget or timelines, enabling businesses to procure custom products and machine parts and suppliers to obtain more orders and grow their revenues. Zetwerk was founded in 2018 and is headquartered in Bengaluru, Karnataka, India."
Zeus Living,165f4087-c8bd-34d3-3b73-225cf8482396,"Zeus Living is a property management company, rents furnished housing properties to startups, students, and companies in the Bay Area, Seattle, Los Angeles, and the District of Columbia. It also manages furnished properties on behalf of property owners."
Zhaogang.com,902967c2-d96a-72c3-8098-f7ff2cdd810c,Zhaogang.com is a website that is specialized in steel trading information services for buyers and suppliers. Zhaogang.com obtained ten millions of dollars in angel funding at the end of 2011. It was launched in 2012.
Zhihu,67cfd969-aed6-c955-dd73-a3372be166c5,"Zhihu (知乎) is a Chinese socialized website for questions and answers. It differs from traditional online question and answer forums by enabling users to obtain information through questions that provoke the opinions and views from answerers as individuals. The number of registered users on Zhihu has surpassed 300,000 by the end of January 2012."
Zilch,3a660fea-6281-4794-a7cb-bd27ed97daf0,"Zilch is a buy now, pay later app that allows its customers to shop wherever Mastercard is accepted. Zilch’s users can keep track of all their purchases in one place – whether made online or in-store – ensuring they have a transparent view of their finances as well as their repayment timelines. Zilch also ensures responsible lending by combining Open Banking technology with soft credit checks to build a personalized affordability profile for each customer. Tap & pay-over-time is another step forward in Zilch’s mission to put their consumers in full control of their money and make life as convenient as possible."
Zilingo,831cb413-c4ff-c2d9-820a-a920afae46ed,"Zilingo was founded in 2015 by Ankiti Bose and Dhruv Kapoor with a vision to use technology to put fair and efficient business within everyone’s reach. Up until now, the fashion industry has favored a select few - if you had social, human and financial capital, you could get anything done. But we believe the future of fashion belongs to everyone. By using smart, technology-led solutions to bridge the gap between creators and producers, we’re re-imagining the fashion industry to make it accessible, connected and transparent for all. Find out more on business.zilingo.com."
ZipRecruiter,0bf726bf-1902-1756-ca9e-a4c8cd6a90a4,"ZipRecruiter is a leading online employment marketplace. Powered by AI-driven smart matching technology, ZipRecruiter actively connects millions of all-sized businesses and job seekers through innovative mobile, web, and email services, as well as partnerships with the best job boards on the web. It was founded in 2010 and headquartered in Santa Monica, California."
Zipline,ed83d0c6-08d8-ddaf-d705-4fb4082384fe,"Zipline is a California-based automated logistics company that designs, manufactures, and operates drones to deliver vital medical products. Zipline's mission is to provide every human on Earth with instant access to vital medical supplies. In 2014, Zipline was created to deliver medicine to those who need it most. Since then, the company has built the world's fastest and most reliable delivery drone, the world's largest autonomous logistics network, and a truly amazing team. Zipline designs and tests its technology in Half Moon Bay, California. The company assembles the drones and the technology that powers its distribution centers in South San Francisco. Zipline performs extensive flight testing in Davis, California, and operates distribution centers around the planet with teams of local operators."
Zippy Shell,a9b2e11f-4ffd-98fb-156a-ff3f69d18374,"Whether you're decluttering an extra room or need to move to the other coast, Zippy Shell can help. After just a phone call, Zippy Shell will deliver a unit to your door. You load your stuff with ease, and we'll pick it up when you're ready. It's that simple! Zippy Shell, a member of the Entrepreneur Magazine’s 2015, ‘Best 500 Franchises,’ is a national organization, dedicated to enhancing the portable self-storage and moving industry. Headquartered in Washington, D.C., Zippy Shell currently has 54 independently operated facilities in 104 markets. Zippy Shell ® is an exclusively licensed trademark of Zippy Shell USA, LLC. For more information,"
Zola,81fdcece-f28c-bab3-51b0-76214e977fa4,"Zola is a wedding company that reinvents the wedding planning and registry experience to make the happiest moment in the couples' lives even happier. From engagement to wedding and decorating a first home, Zola is there, combining compassionate customer service with modern tools and technology. All in the service of love."
Zongmu,1e3bd4b7-7c3e-068c-0f3c-57ab9f7dfc40,"ZongMu Technology was founded in January 2013. Headquartered in Pudong ZhangJiang high-tech park of Shanghai, ZongMu has RD centers in Beijing and ShenZhen respectively. Through its innovative solution and excellent service to the local market, ZongMu has shipped multiple SurroundView ADAS (Advanced Driving Assistance System) in main stream OEM automotive markets, becoming the leading SurroundView ADAS solution vendor for China domestic market and formed strategic partnership with multiple OEM car makers and their tier1 suppliers."
Zoom,f6bf2bde-5a18-5052-add2-72cdc202c15c,"Zoom is a software company that offers a communications platform that connects people through video, voice, chat, and content sharing. It has an easy, reliable cloud platform for video and audio conferencing, collaboration, chat, and webinars across mobile devices, desktops, telephones, and room systems. Zoom unifies cloud video conferencing, simple online meetings, and group messaging into one easy-to-use platform. The company's mission is to create a people-centric cloud service that transforms the real-time collaboration experience and improves the quality and effectiveness of communications. Zoom was founded in 2011 and is headquartered in San Jose, California, United States."
ZoomCar,b2ecca9d-0905-3f23-2fb5-bef1baf8177f,"ZoomCar is a developer of an online platform used to offer self-drive car rental services. It is a self-drive-focused car rental company allowing individuals to rent vehicles by the hour, day, and week. Its platform offers a wide range of cars ranging from hatchbacks to SUVs, sedans, and luxury on rent for hourly, daily, and weekly basis at all-inclusive prices that enable users to book cars using their mobile phones and travel as per their plans in a hassle-free manner."
Zorin Finance,704cb6d2-a2aa-3a91-d753-92ecbe333f08,Zorin Finance is a Real estate company.
Zum,1e3949d8-4839-a9b8-cf12-992948506512,"Zūm is a provider of safe, efficient, and reliable child transportation for school districts and busy families. Zūm saves schools money and parents time by providing flexible transportation options through its network of highly vetted drivers and advanced scheduling, routing, and tracking technology. The company currently provide children’s transportation service in the San Francisco Bay Area, all of Los Angeles, Orange County, and San Diego. Zūm was founded in 2015 and is based in Redwood City, California."
Zume,df5827b2-997a-4006-a827-9f21df49cade,Zume is actively reducing the world’s plastic waste with economically viable substitutes for plastic packaging.
Zumper,3d90ccb3-eb2c-a9d2-a904-e8ed774ccea2,"Zumper is a software platform that connects people with real estate rental properties. Zumper believes finding your new apartment is more than just a movie. It’s something bigger. A step forward. A new beginning. A fresh start. Whether you’re moving across the country or across the street, you deserve to love where you land."
Zwift,542067a6-bb15-eb5d-b01b-a383bb3df7f2,"Zwift is a provider of an interactive fitness platform used to transform monotonous solo indoor cycling and running workouts into dynamic and social adventures. Its platform connects users to physical indoor trainers so that cyclists can pedal inside while immersed in any number of virtual landscapes on a screen in front of them that enable users to join in rides together with friends. Zwift uses gaming technology to bring the outdoor experience indoors, making at-home exercise fun, and engaging. It promotes social experience by connecting cyclists and runners in 3D computer-generated platform. Users of the Zwift platform interact, train, and compete together by wirelessly pairing a bike trainer or treadmill to the Zwift app, to power their in-game avatars. Zwift was launched in 2014 by Alarik Myrin, Eric Min, Jon Mayfield, and Scott Barger and is headquartered in Long Beach, California."
Zzoomm Full Fibre Broadband,c2c8904e-77cf-478a-b737-8eb2b0580c64,"Zzoomm is the Full Fibre broadband network that gives you more. We currently offer Henley-On-Thames and Hereford residents 5 star rated and reviewed internet service download and upload speeds of 150Mbps, 450Mbps, 900Mbps and 2,000Mbps because life’s too short for bad broadband."
blinkit,79ec9579-eca9-0029-e080-a43ebfea7389,"blinkit is an online supermarket that gets products across categories like grocery, beauty, and wellness, household care, baby care, pet care delivered to your doorstep. blinkit provides over 3,000 products at prices lower than supermarkets every day. blinkit currently operates in a total of 26 cities across India: Agra, Ahmedabad, Bengaluru, Bhopal, Bhubaneswar, Chandigarh, Chennai, Coimbatore, Delhi NCR, Hyderabad, Indore, Jaipur, Kanpur, Kochi, Kolkata, Lucknow, Ludhiana, Mumbai, Mysuru, Nagpur, Nashik, Pune, Rajkot, Surat, Vadodara, and Visakhapatnam."
boAt,244b2c5c-5cb1-4f24-8c72-aae5c6b751a8,"boAt is a lifestyle brand that deals with fashionable consumer electronics including earphones, headphones, speakers, travel chargers, and premium rugged cables. boAt's products blend into people's daily lifestyle, almost to the point of being a fashion accessory and a perfect fit for their ambient surroundings."
connectRN,62e8f0a2-7773-f08d-fdbb-df84b6c77afb,"connectRN connects the nursing community with opportunities - and each other - to build a supportive and thriving network. The company was founded in 2014 and is based in Waltham, Massachusetts, United States."
cure.fit,77a461b3-edfe-df4f-0f82-7227d92ddd63,"CureFit is a health and fitness company offering digital and offline experiences across fitness, nutrition, and mental well-being. With the aim to make fitness fun and easy, CureFit gives workouts a whole new meaning with a range of trainer-led, group workout classes. It makes workouts fun, daily food is healthy and tasty, mental fitness easy with yoga and meditation, and medical and lifestyle care hassle-free. Co-founded by Mukesh Bansal and Ankit in Nagori 2016, the company is headquartered in Bangalore, Karnataka."
dLocal,e5bfec14-ab1d-4e1d-ee58-55b9afc93df7,"DLocal is a 360 payments technology platform used to handle mass online payments in emerging markets across LATAM, APAC, and EMEA. The company's payment platform helps anyone to reach billions of customers, accept payments, send payouts, and settle funds globally. By operating as the payments processor and merchant of record in each market, the company is making it simple for online companies to reach 2 billion digitally savvy consumers in today’s fastest-growing markets. Over 450 global e-commerce merchants, online travel providers, and marketplaces rely on dLocal to accept more than 300 locally-relevant payment methods including local credit and debit cards, bank transfers, and cash payments, as well as issue millions of payments to their contractors, agents, and sellers in growth markets around the world. DLocal spun off from AstroPay in January 2016."
dbt Labs,0a105ec8-e842-511f-1a2a-1683691f1b5a,"dbt Labs is a developer of an open-source analytics engineering tool driven by a mission to help analysts create and disseminate organization knowledge. Its platform enables data analysts to easily create and disseminate organizational knowledge through data modeling, thereby allowing clients with SQL knowledge to build data transformation workflows. The company was founded in 2016 and is headquartered in Philadelphia, Pennsylvania."
dott,d0228da9-a3e7-457f-b045-183d224ff43c,"Dott offers dock-less, shared electrical scooters, and bikes as alternatives for short-distance travel.The company is a micro-mobility European start-up, gathering the most experienced team in mobility and tech in Europe. We recently raised an initial investment of €20 million, co-led by EQT Ventures and Naspers. Dott is headquartered in Amsterdam and is gathering the most experienced team in mobility and tech in Europe."
dr.consulta,477b4fe0-1901-c8b1-1d1a-5b6533a3f53c,dr.consulta is a healthcare company in Brazil. We begun as a full stack primary care provider and evolved to become a HMO. Our target audience are uninsured individuals.
e-TeleQuote,38b44c0e-651e-3147-5674-a39a604f3e0d,"e-TeleQuote is an online insurance agency that sells health and life insurance within the United States. e-TeleQuote simplifies the insurance buying process by shopping across trusted insurance companies to find the plan that fits each customer's budget and needs. The company successfully leverages state-of-the-art technology to make the insurance application process as secure and easy as possible while playing the role of a trusted consumer advocate. e-TeleQuote provides consumers with a personal consultation from experienced licensed insurance agents who make coverage suggestions based on the client's particular needs.The firm's business model allows them to work nationwide and to date the company has served tens of thousands of consumers. The digital insurance agency is always looking at ways to improve the way insurance is sold by utilizing the internet and fulfilment centers that help develop competitive advantages. Licensed agents utilize state of the art technology solutions in secure, fully compliant and professional environments. e-TeleQuote values consumer advocacy, integrity, associate professional development and creating strategic value to insurance carriers and stakeholders."
eFuse,43c73ff1-f45b-46dc-bab6-92dea8d7dd6d,"eFuse is a web and mobile application for the Esports & video game industry. eFuse allows individuals to establish their gaming identity and participate in the industry at all levels. Whether it be learning about the industry, networking with other like-minded individuals, or accessing opportunities like jobs & scholarships, eFuse has something for everyone. eFuse is based in Columbus, Ohio and was founded in 2018."
ezbob,52718cad-d7ab-6b35-7785-79b0c35d9d12,"ezbob is a pioneer in the rapidly growing ‘lending-as-a-service’ (LaaS) sector. We offer a best-in-class modular and end-to-end lending solution and guide banks and financial institutions through complex digital transformation. ezbob offers an open platform that enables financial institutions to build, launch and operate financial products for their customers, drawing on the data-rich open banking environment. It has cut loan servicing costs for clients by up to 80%, whilst allowing their SME customers to receive a lending decision in just 7 minutes, with funds transferred on the same day. It’s proving a game changer for the lending sector. In 2019, ezbob won ‘Best Fintech Partnership’ in The Banker’s Tech Projects Awards for the company’s Smart Onboarding product and was also a winner in the Banking Technology Awards, organised by FinTech Futures."
fabric,4d4bacd0-b9ba-40cc-b0be-591f623e3ad9,"Fabric is the headless commerce platform purpose-built for growth. Customers like GNC, BuildDirect, BarkBox, bttn, Modsy, and Universal Lacrosse trust fabric for its open and modular design that allows them to be live within weeks without having to re-platform. fabric is a force multiplier on retailers' existing technology investments proven to grow digital revenue by up to 3x. Headquartered in Seattle, Washington, fabric is backed by Softbank, Redpoint Ventures, Norwest Venture Partners, Sierra Ventures, Stripes, BCapital, Greycroft, Expa."
iCapital Network,13cb2b3f-133d-4763-c3df-d36ad83bcacc,"iCapital Network is a fintech platform for alternative investments and investors. It has transformed the way the wealth management, banking, and asset management industries facilitate access to private markets investments for their high-net-worth clients by providing intuitive, end-to-end technology and service solutions. Wealth management firms use iCapital’s solutions to provide clients with quality funds at lower minimums and simplified digital workflows. Asset managers, RIAs, and banks leverage iCapital’s technology to streamline and scale their alternative investments operational infrastructure. Additionally, the iCapital ‘flagship’ platform offers wealth advisors and their high-net-worth client's access to a curated menu of private equity, private credit, hedge funds, structured investments, and other alternatives to help meet their investing needs for return and diversification. iCapital’s research and diligence team offers robust analysis alongside the firm’s extensive suite of advisor education, compliance, portfolio management, and portfolio analytics tools and services. iCapital has been recognized on the Forbes FinTech 50 list each year from 2018 through 2002, the Forbes America’s Best Startup Employers in 2021 and 2022, and MMI/Barron’s Industry Awards as Solutions Provider of the Year in 2020 and 2021. As of May 31, 2022, iCapital services more than US$130 billion in global client assets, of which more than US$30 billion are from international investors (non-US Domestic), across more than 1,035 funds. Employing more than 800 people globally, iCapital is headquartered in NYC and has offices worldwide including in Zurich, London, Lisbon, Hong Kong, Singapore, and Toronto."
iCarbonX,570590d9-13b6-5f43-b4d0-306f6cd2a305,"iCarbonX aimed at building a ecosystem of digital life based on the combination of consumers’ big life data, internet and artificial intelligence. The individual health steward, created by the common efforts of artificial intelligence team and top biotechnology,will lead a healthy life through the digital life ecosystem. The main founding team of the company was from the BGI Tech. It was deeply experienced in omics technology, mobile health, medical service, biological data analysis, artificial intelligence and data mining,etc. They will create the first and also most professional data collection platform of millions of health data in China, combine the best biotechnology and the top team of artificial intelligence, and integrate the advantages of artificial intelligence into the abundant analyses and applications of big life data through data mining and machine learning."
